Loan_ID,Age,Gender,Married,Dependents,Education,Self_Employed,Letter_support_Kebele,ApplicantIncome,CoapplicantIncome,Saving_Amount,Saving_time,Estmation_salary_or_property,Guarantors_marital_status,LoanAmount,Loan_Amount_Term,Credit_History, letter_free_debt ,Property_Area,Loan_Status
642344,46,M,yes ,1,graduate,yes,yes,2700,1253,2800,twomonth,50000,yes ,28000,1,1,yes,Rural,yes
409069,38,M,yes ,0,graduate,yes,yes,2900,1428,15000,twomonth,200000,yes ,150000,1,1,yes,Rural,yes
465103,39,M,yes ,1,graduate,yes,yes,7600,1523,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
435379,37,M,yes ,1,graduate,yes,yes,4300,1731,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
632127,37,M,yes ,1,graduate,yes,yes,2780,1843,80,twomonth,10000,yes ,800,2,0,yes,Rural,yes
631235,39,M,yes ,0,graduate,yes,yes,3343,2079,2800,twomonth,50000,yes ,28000,1,1,yes,Rural,yes
659852,36,F,yes ,2,graduate,yes,yes,7800,2208,2800,twomonth,50000,yes ,28000,1,1,yes,Rural,yes
709778,34,F,yes ,1,graduate,yes,yes,2600,2487,600,twomonth,10000,yes ,6000,2,1,no,Rural,no
429406,36,F,yes ,1,graduate,yes,yes,5400,2638,3000,twomonth,100000,yes ,30000,1,2,yes,Rural,yes
678382,38,F,yes ,0,graduate,yes,yes,3300,2969,400,twomonth,10000,yes ,4000,2,0,yes,Rural,yes
159929,34,M,yes ,3,graduate,yes,yes,3000,3150,1200,twomonth,10000,yes ,12000,3,1,yes,Rural,yes
441649,36,M,yes ,2,graduate,yes,yes,14007,3526,1200,twomonth,10000,yes ,12000,1,1,yes,Rural,yes
421029,37,M,yes ,1,graduate,yes,yes,7900,3729,250,twomonth,5000,yes ,2500,1,0,yes,Rural,yes
509740,38,M,yes ,0,graduate,yes,yes,8900,4150,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
442694,39,M,yes ,0,graduate,yes,yes,13720,4379,250,twomonth,5000,yes ,2500,2,0,yes,Rural,yes
627670,34,M,yes ,0,graduate,yes,yes,13720,4851,500,twomonth,10000,yes ,5000,1,1,yes,Rural,yes
442260,45,M,yes ,0,graduate,yes,yes,4609,5098,2400,twomonth,50000,yes ,24000,1,1,yes,Rural,yes
447829,43,F,yes ,0,graduate,yes,yes,5358,5626,400,twomonth,10000,no,4000,1,0,no,Rural,no
415591,42,F,yes ,0,graduate,yes,yes,1958,5907,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
168792,40,F,yes ,0,graduate,yes,yes,3333,6481,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
451028,43,M,yes ,0,graduate,yes,yes,1853,6773,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
409051,44,M,yes ,0,graduate,yes,yes,0,7071,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
456988,46,M,yes ,0,graduate,yes,yes,8017,7377,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
414900,45,M,yes ,0,graduate,yes,yes,6193,6700,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
437506,43,M,yes ,0,graduate,yes,yes,5358,7600,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
422463,46,M,yes ,0,graduate,yes,yes,5358,8000,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
10004545,43,M,yes ,0,graduate,yes,yes,4423,3334,800,twomonth,10000,yes ,8000,1,0,yes,Rural,yes
10004545,47,M,yes ,0,graduate,yes,yes,3354,5358,1500,twomonth,20000,no,15000,2,1,yes,Rural,no
10004545,46,M,yes ,0,graduate,yes,yes,3354,7690,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
10004545,43,F,yes ,0,graduate,yes,yes,0,6570,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
10004545,42,F,yes ,0,graduate,yes,yes,1847,7800,1500,twomonth,14007,yes ,15000,2,1,yes,Rural,yes
10004545,47,F,yes ,0,graduate,yes,yes,5232,7071,1500,twomonth,14007,yes ,15000,2,1,yes,Rural,yes
10004545,34,F,yes ,0,graduate,yes,yes,3333,5358,1500,twomonth,14007,yes ,15000,2,1,yes,Rural,yes
10004545,35,F,yes ,0,graduate,yes,yes,3333,6193,1500,twomonth,13720,yes ,15000,2,1,yes,Rural,yes
10004545,36,M,yes ,0,graduate,yes,yes,1853,1893,1500,twomonth,13720,yes ,15000,2,1,yes,Rural,yes
10004545,39,F,yes ,0,graduate,yes,yes,1853,2344,1500,twomonth,4609,yes ,15000,2,1,yes,Rural,yes
10004545,37,F,yes ,1,graduate,yes,yes,4609,2799,1500,twomonth,4609,yes ,15000,2,1,yes,Rural,yes
10004545,38,F,yes ,0,graduate,yes,yes,10160,3333,1500,twomonth,1624,yes ,15000,2,1,yes,Rural,yes
10004545,34,M,yes ,2,graduate,yes,yes,7071,9056,1500,twomonth,3333,yes ,15000,2,1,yes,Rural,yes
10004545,35,M,yes ,0,graduate,yes,yes,12051,3934,1500,twomonth,1853,yes ,15000,2,1,yes,Rural,yes
10004545,34,M,yes ,2,graduate,yes,yes,12529,4609,1500,twomonth,0,yes ,15000,2,1,yes,Rural,yes
10004545,45,M,yes ,0,graduate,yes,yes,8017,5358,1500,twomonth,8017,yes ,15000,2,1,yes,Rural,yes
10004545,42,M,yes ,3,graduate,yes,yes,6193,6193,1500,twomonth,6193,yes ,15000,2,1,yes,Rural,yes
10004545,36,M,yes ,2,graduate,yes,yes,15445,7071,1500,twomonth,5358,yes ,15000,2,1,yes,Rural,yes
10004545,31,M,yes ,1,graduate,yes,yes,8017,8017,1500,twomonth,0,yes ,15000,2,1,yes,Rural,yes
10004545,36,M,yes ,2,graduate,yes,yes,3930,10150,1500,twomonth,4423,yes ,15000,2,1,yes,Rural,yes
10004545,39,M,yes ,2,graduate,yes,yes,3934,1174,1500,twomonth,3354,yes ,15000,2,1,yes,Rural,yes
10004545,40,M,yes ,2,graduate,yes,yes,15445,1428,1500,twomonth,3354,yes ,15000,2,1,yes,Rural,yes
10004545,43,M,yes ,0,graduate,yes,yes,15445,1731,1500,twomonth,0,yes ,15000,2,1,yes,Rural,yes
10004545,42,M,yes ,2,graduate,yes,yes,15445,2079,1500,twomonth,1847,yes ,15000,2,1,yes,Rural,yes
10004545,33,M,yes ,0,graduate,yes,yes,8017,2487,1500,twomonth,5232,yes ,15000,2,1,yes,Rural,yes
10004545,31,M,yes ,1,graduate,yes,yes,7341,2969,1500,twomonth,0,yes ,15000,2,1,yes,Rural,yes
10004545,30,M,yes ,0,graduate,yes,yes,7341,3526,1500,twomonth,3333,yes ,15000,2,1,yes,Rural,yes
10004545,32,F,yes ,0,graduate,yes,yes,8017,4150,1500,twomonth,1853,yes ,15000,2,1,yes,Rural,yes
10004545,31,F,yes ,0,graduate,yes,yes,7341,4851,1500,twomonth,1853,yes ,15000,2,1,yes,Rural,yes
10004545,29,F,yes ,0,graduate,yes,yes,5358,5626,1500,twomonth,4609,yes ,15000,2,1,yes,Rural,yes
10004545,32,F,yes ,1,graduate,yes,yes,5358,6481,1700,twomonth,10160,yes ,17000,2,1,yes,Rural,yes
10004545,33,M,yes ,0,graduate,yes,yes,1993,7377,1500,twomonth,7071,yes ,15000,2,1,yes,Rural,yes
10004545,31,F,yes ,2,graduate,yes,yes,1624,8354,1500,twomonth,12051,yes ,15000,2,1,yes,Rural,yes
10004545,27,F,yes ,1,graduate,yes,yes,1624,9420,1500,twomonth,12529,yes ,15000,2,1,yes,Rural,yes
10004545,29,M,yes ,0,graduate,yes,yes,1999,2456,1500,twomonth,8017,yes ,15000,2,1,yes,Rural,yes
10004545,30,F,yes ,0,graduate,yes,yes,5358,6570,1500,twomonth,6193,yes ,15000,2,1,yes,Rural,yes
10004545,31,M,yes ,2,graduate,yes,yes,12579,1253,1500,twomonth,15445,yes ,15000,2,1,yes,Rural,yes
10004545,31,M,yes ,0,graduate,yes,yes,8017,1338,1500,twomonth,8017,yes ,15000,2,1,yes,Rural,yes
10004545,33,M,yes ,2,graduate,yes,yes,4609,1624,1500,twomonth,3930,yes ,15000,2,1,yes,Rural,yes
10004545,33,M,yes ,1,graduate,yes,yes,15445,1958,1500,twomonth,3934,yes ,15000,2,1,yes,Rural,yes
10004545,33,M,yes ,0,graduate,yes,yes,15445,2344,1500,twomonth,15445,yes ,15000,2,1,yes,Rural,yes
10004545,29,M,yes ,1,graduate,yes,yes,15445,2799,1500,twomonth,15445,yes ,15000,2,1,yes,Rural,yes
10004545,28,M,yes ,0,graduate,yes,yes,15445,3333,1500,twomonth,15445,yes ,15000,2,1,yes,Rural,yes
10004545,34,M,yes ,3,graduate,yes,yes,15445,3394,1500,twomonth,8017,yes ,15000,2,1,yes,Rural,yes
10004545,37,M,yes ,0,graduate,yes,yes,15445,4609,1500,twomonth,7341,yes ,15000,2,1,yes,Rural,yes
10004545,63,M,yes ,0,graduate,yes,yes,15445,5358,1500,twomonth,7341,yes ,15000,2,1,yes,Rural,yes
10004545,36,M,yes ,0,graduate,yes,yes,15445,6193,1500,twomonth,8017,yes ,15000,2,1,yes,Rural,yes
10004545,34,M,yes ,0,graduate,yes,yes,15445,7071,1500,twomonth,7341,yes ,15000,2,1,yes,Rural,yes
10004545,37,M,yes ,0,graduate,yes,yes,15445,8017,1500,twomonth,5358,yes ,15000,2,1,yes,Rural,yes
10004545,36,F,yes ,0,graduate,yes,yes,10000,9056,1500,twomonth,5358,yes ,15000,2,1,yes,Rural,yes
10004545,28,F,yes ,0,graduate,yes,yes,6700,10150,1500,twomonth,1993,yes ,15000,2,1,yes,Rural,yes
10004545,29,F,yes ,0,graduate,yes,yes,12000,11305,1500,twomonth,1624,yes ,15000,2,1,yes,Rural,yes
14005542,35,F,yes ,0,graduate,yes,yes,9700,1428,1500,twomonth,1624,yes ,15000,2,1,yes,Rural,yes
14005542,59,F,yes ,0,graduate,yes,yes,12500,1731,1500,twomonth,1999,yes ,15000,2,1,yes,Rural,yes
14005542,43,F,yes ,0,graduate,yes,yes,7800,2079,1500,twomonth,5358,yes ,15000,2,1,yes,Rural,yes
14005542,36,F,yes ,1,graduate,yes,yes,9000,2487,2000,twomonth,12579,yes ,20000,2,1,yes,Rural,yes
14005542,38,F,yes ,0,graduate,yes,yes,8900,2969,1500,twomonth,8017,yes ,15000,2,1,yes,Rural,yes
14005542,66,M,yes ,0,graduate,yes,yes,14000,3526,1500,twomonth,4609,yes ,15000,2,1,yes,Rural,yes
14005542,39,M,yes ,0,graduate,yes,yes,15700,4150,2000,twomonth,15445,yes ,20000,2,1,yes,Rural,yes
14005542,45,M,yes ,0,graduate,yes,yes,13400,4851,1500,twomonth,15445,yes ,15000,2,1,yes,Rural,yes
14005542,43,M,yes ,0,graduate,yes,yes,6800,5626,1500,twomonth,15445,yes ,15000,2,1,yes,Rural,yes
14005542,44,M,yes ,0,graduate,yes,yes,0,6481,1500,twomonth,15445,yes ,15000,2,1,yes,Rural,yes
14005542,42,M,yes ,2,graduate,yes,yes,9000,7277,1500,twomonth,15445,yes ,15000,2,1,yes,Rural,yes
14005542,42,F,yes ,1,graduate,yes,yes,10000,8354,1500,twomonth,15445,yes ,15000,2,1,yes,Rural,yes
428495,43,F,yes ,2,graduate,yes,yes,15400,9420,1500,twomonth,15445,yes ,15000,2,1,yes,Rural,yes
629829,46,F,yes ,0,graduate,yes,yes,8500,10521,600,twomonth,15445,yes ,6000,1,0,yes,Rural,yes
628820,29,F,yes ,0,graduate,yes,yes,0,11719,1600,twomonth,15445,yes ,16000,2,1,yes,Rural,yes
470388,45,M,yes ,1,graduate,yes,yes,17000,3333,2400,twomonth,15445,yes ,24000,2,1,yes,Rural,yes
452268,34,M,yes ,2,graduate,yes,yes,12000,3526,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
408412,43,M,yes ,0,graduate,yes,yes,13500,3729,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
524637,27,M,yes ,3,graduate,yes,yes,17600,3934,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
429065,29,M,yes ,0,graduate,yes,yes,7000,3934,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
436229,30,M,yes ,1,graduate,yes,yes,7800,4150,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
460624,45,M,yes ,0,graduate,yes,yes,9000,4379,300,twomonth,10000,yes ,3000,1,0,yes,Urban ,yes
641503,47,M,yes ,0,graduate,yes,yes,6700,4609,500,twomonth,10000,yes ,5000,1,0,yes,Urban ,yes
415796,49,M,yes ,0,graduate,yes,yes,10000,4609,1680,twomonth,20000,yes ,16800,2,1,yes,Urban ,yes
630876,50,M,yes ,1,graduate,yes,yes,10000,4851,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
459571,35,M,yes ,3,graduate,yes,yes,20000,5098,10000,twomonth,200000,yes ,100000,3,1,yes,Urban ,yes
713621,37,M,yes ,0,graduate,yes,yes,16000,5358,700,twomonth,10000,yes ,7000,1,0,yes,Urban ,yes
445235,41,M,yes ,0,graduate,yes,yes,8000,5358,1300,twomonth,20000,yes ,13000,1,1,yes,Urban ,yes
402517,43,M,yes ,2,graduate,yes,yes,8400,5626,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
628861,29,M,yes ,0,graduate,yes,yes,9500,5907,250,twomonth,5000,yes ,2500,1,0,yes,Rural,yes
512392,28,M,yes ,3,graduate,yes,yes,7800,6193,2400,twomonth,50000,yes ,24000,2,2,yes,Rural,yes
636069,27,M,yes ,3,graduate,yes,yes,9800,6193,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
635348,33,M,yes ,0,graduate,yes,yes,10000,6481,2000,twomonth,50000,yes ,20000,2,1,yes,Urban ,yes
442227,36,M,yes ,0,graduate,yes,yes,20000,6773,2800,twomonth,50000,yes ,28000,2,1,yes,Urban ,yes
440812,36,M,yes ,1,graduate,yes,yes,9000,7071,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
452230,37,M,yes ,3,graduate,yes,yes,11000,7071,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
410671,34,M,yes ,3,graduate,yes,yes,12500,3333,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
1559280,39,F,yes ,0,graduate,yes,yes,8900,9056,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
459057,41,M,yes ,1,graduate,yes,yes,12700,3934,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
410327,40,F,yes ,2,graduate,yes,yes,13800,4609,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
404050,43,F,yes ,0,graduate,yes,yes,14000,5358,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
416964,51,F,yes ,1,graduate,yes,yes,15000,6193,1500,twomonth,20000,yes ,15000,2,0,yes,Rural,yes
431894,53,M,yes ,0,graduate,yes,yes,19000,7071,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
431750,51,M,yes ,2,graduate,yes,yes,5600,8017,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
498443,30,M,yes ,0,graduate,yes,yes,7800,10150,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
637734,32,M,yes ,0,graduate,yes,yes,9000,1174,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
744932,36,M,yes ,0,graduate,yes,yes,12300,1428,5000,twomonth,100000,yes ,50000,3,1,yes,Rural,yes
439083,37,M,yes ,0,graduate,yes,yes,12000,1731,3000,twomonth,100000,yes ,30000,3,1,yes,Rural,yes
738390,44,M,yes ,2,graduate,yes,yes,5900,2079,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
452319,45,M,yes ,2,graduate,yes,yes,7000,2487,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
455851,41,M,yes ,0,graduate,yes,yes,8000,2969,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
419430,40,M,yes ,0,graduate,yes,yes,6900,3526,500,twomonth,10000,yes ,5000,1,0,yes,Rural,yes
453160,33,M,yes ,0,graduate,yes,yes,8900,4150,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
413256,34,M,yes ,0,graduate,yes,yes,7800,3333,400,twomonth,10000,yes ,4000,1,1,yes,Rural,yes
441137,39,M,yes ,0,graduate,yes,yes,4500,3394,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
640941,38,M,yes ,0,graduate,yes,yes,7800,4609,400,twomonth,10000,yes ,4000,1,1,yes,Rural,yes
1579376,28,M,yes ,0,graduate,yes,yes,9000,5358,2400,twomonth,50000,yes ,24000,2,0,yes,Rural,yes
454134,29,M,yes ,2,graduate,yes,yes,10000,6193,420,twomonth,10000,yes ,4200,1,1,yes,Rural,yes
412651,27,M,yes ,0,graduate,yes,yes,12000,7071,500,twomonth,10000,yes ,5000,1,1,yes,Rural,yes
192120,29,F,yes ,1,graduate,yes,yes,12700,8017,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
456827,25,M,yes ,0,graduate,yes,yes,12800,9056,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
711590,27,M,yes ,1,graduate,yes,yes,13000,10150,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
457287,29,M,yes ,1,graduate,yes,yes,16000,11305,1382,twomonth,20000,yes ,13819,2,1,yes,Urban ,yes
432743,33,M,yes ,2,graduate,yes,yes,15000,1428,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
438602,34,M,yes ,0,graduate,yes,yes,18000,1731,300,twomonth,10000,yes ,3000,1,1,yes,Urban ,yes
179126,35,M,yes ,2,graduate,yes,yes,5600,2079,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
504703,37,M,yes ,3,graduate,yes,yes,8000,2487,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
496158,37,M,yes ,0,graduate,yes,yes,8700,2969,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
431789,37,M,yes ,0,graduate,yes,yes,10000,3526,200,twomonth,5000,yes ,2000,1,0,yes,Rural,yes
429530,35,M,yes ,0,graduate,yes,yes,10000,4150,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
429139,32,M,yes ,1,graduate,yes,yes,12000,4851,400,twomonth,10000,yes ,4000,1,1,yes,Rural,yes
457333,31,M,yes ,0,graduate,yes,yes,11000,5626,400,twomonth,10000,yes ,4000,1,1,yes,Rural,yes
448858,35,F,yes ,1,graduate,yes,yes,11300,6481,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
432611,33,M,yes ,0,graduate,yes,yes,9800,7300,433,twomonth,10000,yes ,4328,1,0,yes,Rural,yes
422376,51,M,yes ,1,graduate,yes,yes,7600,4000,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
480785,52,M,yes ,0,graduate,yes,yes,8700,5400,800,twomonth,10000,yes ,8000,1,1,yes,Rural,yes
635984,50,M,yes ,0,graduate,yes,yes,7071,4300,2000,twomonth,50000,yes ,20000,2,1,yes,Rural,yes
455610,40,M,yes ,1,graduate,yes,yes,4081,5000,2000,twomonth,50000,yes ,20000,2,1,yes,Urban ,yes
629466,49,M,yes ,0,graduate,yes,yes,6193,9000,500,twomonth,10000,yes ,5000,1,1,yes,Urban ,yes
256085,41,M,yes ,0,graduate,yes,yes,8017,5400,2800,twomonth,20000,yes ,28000,2,1,yes,Urban ,yes
631976,46,F,yes ,2,graduate,yes,yes,9056,3000,1500,twomonth,10000,yes ,15000,2,1,yes,Urban ,yes
577815,47,M,yes ,0,graduate,yes,yes,6193,2500,2800,twomonth,50000,yes ,28000,2,1,yes,Urban ,yes
465310,68,M,yes ,0,graduate,yes,yes,9056,1924,1500,twomonth,5000,yes ,15000,2,1,yes,Urban ,yes
654324,78,M,yes ,3,graduate,yes,yes,10150,1600,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
455791,33,M,yes ,0,graduate,yes,yes,11350,2999,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
450747,37,M,yes ,1,graduate,yes,yes,12579,1958,500,twomonth,10000,yes ,5000,1,0,yes,Rural,yes
516136,37,M,yes ,0,graduate,yes,yes,2799,2300,500,twomonth,10000,yes ,5000,1,0,yes,Rural,yes
474755,34,M,yes ,0,graduate,yes,yes,15396,3500,500,twomonth,10000,yes ,5000,1,1,yes,Urban ,yes
414954,32,F,yes ,0,graduate,yes,yes,16979,6000,2000,twomonth,50000,yes ,20000,2,1,yes,Urban ,yes
632565,31,M,yes ,0,graduate,yes,yes,1100,7500,400,twomonth,10000,yes ,4000,1,1,yes,Urban ,yes
654271,30,M,yes ,0,graduate,yes,yes,1958,5400,1700,twomonth,20000,yes ,17000,2,1,yes,Urban ,yes
717546,38,F,yes ,0,graduate,yes,yes,2900,7500,400,twomonth,10000,yes ,4000,1,0,yes,Urban ,yes
1559128,30,F,yes ,3,graduate,yes,yes,3994,6500,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
665402,37,F,yes ,0,graduate,yes,yes,1791,3000,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
266847,29,F,yes ,2,graduate,yes,yes,2245,7300,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
448314,26,F,yes ,0,graduate,yes,yes,4081,5400,1000,twomonth,20000,yes ,10000,1,1,yes,Urban ,yes
1622892,27,M,yes ,2,graduate,yes,yes,3000,5358,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
640880,28,F,yes ,2,graduate,yes,yes,4609,6193,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
726712,29,M,yes ,0,graduate,yes,yes,4600,7071,10000,twomonth,200000,yes ,100000,3,1,yes,Urban ,yes
434373,33,M,yes ,0,graduate,yes,yes,0,13249,1500,twomonth,20000,yes ,15000,1,1,yes,Rural,yes
679684,34,M,yes ,0,graduate,yes,yes,7600,10150,300,twomonth,5000,yes ,3000,1,0,yes,Rural,yes
653013,31,M,yes ,2,graduate,yes,yes,1200,7000,1200,twomonth,10000,yes ,12000,1,1,yes,Rural,yes
616584,32,M,yes ,0,graduate,yes,yes,1400,4500,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
634089,36,M,yes ,2,graduate,yes,yes,2500,6500,7000,twomonth,8017,yes ,70000,3,1,yes,Urban ,yes
633954,37,M,yes ,1,graduate,yes,yes,6700,8000,2400,twomonth,9056,yes ,24000,2,1,yes,Rural,yes
633870,36,M,yes ,0,graduate,yes,yes,4560,8017,2400,twomonth,5333,yes ,24000,2,1,yes,Urban ,yes
455432,39,M,yes ,0,graduate,yes,yes,2300,9056,3200,twomonth,5358,yes ,32000,2,1,yes,Rural,yes
415724,30,F,yes ,0,graduate,yes,yes,1980,5333,400,twomonth,7071,yes ,4000,1,0,yes,Urban ,yes
636134,33,M,yes ,0,graduate,yes,yes,6500,5358,400,twomonth,5000,yes ,4000,1,0,yes,Rural,yes
434570,32,M,yes ,0,graduate,yes,yes,0,7071,2400,twomonth,4567,yes ,24000,2,0,yes,Urban ,yes
455941,34,M,yes ,2,graduate,yes,yes,3000,5000,400,twomonth,3394,yes ,4000,1,1,yes,Rural,yes
424219,45,M,yes ,0,graduate,yes,yes,3900,4567,500,twomonth,3333,yes ,5000,1,0,yes,Rural,yes
453719,49,F,yes ,3,graduate,yes,yes,3200,3394,400,twomonth,9056,yes ,4000,1,0,yes,Urban ,yes
640931,47,M,yes ,1,graduate,yes,yes,0,3333,500,twomonth,6193,yes ,5000,1,0,yes,Urban ,yes
441209,46,M,yes ,1,graduate,yes,yes,1980,9056,2400,twomonth,8017,yes ,24000,2,2,yes,Rural,yes
436248,34,M,yes ,0,graduate,yes,yes,6500,2500,400,twomonth,9056,yes ,4000,1,0,yes,Rural,yes
636055,45,M,yes ,0,graduate,yes,yes,3400,2500,400,twomonth,6193,yes ,4000,1,0,yes,Urban ,yes
275717,37,M,yes ,0,graduate,yes,yes,1700,5400,2000,twomonth,9056,yes ,20000,2,1,yes,Urban ,yes
156953,49,M,yes ,0,graduate,yes,yes,,7071,500,twomonth,10150,yes ,5000,1,1,yes,Rural,yes
439837,38,M,yes ,1,graduate,yes,yes,5000,4081,1000,twomonth,11350,yes ,10000,1,0,yes,Rural,yes
222041,39,M,yes ,2,graduate,yes,yes,5400,6193,1000,twomonth,12579,yes ,10000,1,1,yes,Rural,yes
500790,41,M,yes ,0,graduate,yes,yes,2500,8017,600,twomonth,2799,yes ,6000,1,1,yes,Urban ,yes
670414,40,M,yes ,0,graduate,yes,yes,3400,9056,1500,twomonth,15396,yes ,15000,2,0,yes,Rural,yes
696998,30,F,yes ,0,graduate,yes,yes,25000,6193,1200,twomonth,16979,yes ,12000,1,1,yes,Urban ,yes
265372,33,M,yes ,0,graduate,yes,yes,5000,9056,1500,twomonth,1100,yes ,15000,2,1,yes,Urban ,yes
542757,29,F,yes ,0,graduate,yes,yes,3400,10150,800,twomonth,1958,yes ,8000,1,0,yes,Rural,yes
447167,30,M,yes ,2,graduate,yes,yes,3200,11350,1000,twomonth,6193,yes ,10000,1,1,yes,Rural,yes
429176,45,M,yes ,0,graduate,yes,yes,5000,12579,1000,twomonth,8017,yes ,10000,1,0,yes,Rural,yes
536614,48,M,yes ,0,graduate,yes,yes,3000,2799,400,twomonth,9056,yes ,4000,1,1,yes,Rural,yes
189873,46,M,yes ,2,graduate,yes,yes,5000,15396,1500,twomonth,6193,yes ,15000,2,1,yes,Urban ,yes
536560,44,M,yes ,1,graduate,yes,yes,6500,16979,1000,twomonth,9056,yes ,10000,1,1,yes,Urban ,yes
656086,42,M,yes ,1,graduate,yes,yes,4300,1100,1500,twomonth,10150,yes ,15000,2,1,yes,Rural,yes
434964,41,M,yes ,0,graduate,yes,yes,3365,1958,5000,twomonth,11350,yes ,50000,3,1,yes,Rural,yes
449812,50,M,yes ,3,graduate,yes,yes,7000,2900,400,twomonth,12579,yes ,4000,1,1,yes,Rural,yes
467317,45,M,yes ,2,graduate,yes,yes,3000,5626,400,twomonth,2799,yes ,4000,1,1,yes,Urban ,yes
413045,43,M,yes ,1,graduate,yes,yes,1958,6481,400,twomonth,15396,yes ,4000,1,0,yes,Urban ,yes
437156,29,M,yes ,1,graduate,yes,yes,967,7300,400,twomonth,16979,yes ,4000,1,0,yes,Urban ,yes
410380,28,M,yes ,1,graduate,yes,yes,5500,4000,400,twomonth,1100,yes ,4000,1,0,yes,Urban ,yes
504814,50,M,yes ,1,graduate,yes,yes,3000,5400,400,twomonth,1958,yes ,4000,1,1,yes,Rural,yes
415049,48,F,yes ,1,graduate,yes,yes,957,4300,1500,twomonth,20000,yes ,15000,2,1,yes,Rural,yes
165002,47,M,yes ,1,graduate,yes,yes,3394,5000,400,twomonth,10000,yes ,4000,1,1,yes,Rural,yes
513613,56,M,yes ,1,graduate,yes,yes,3000,9000,700,twomonth,10000,yes ,7000,1,0,yes,Urban ,yes
257679,67,M,yes ,1,graduate,yes,yes,3333,5400,8000,twomonth,100000,yes ,80000,3,1,yes,Urban ,yes
422248,46,M,yes ,1,graduate,yes,yes,2229,3000,600,twomonth,10000,yes ,6000,1,1,yes,Urban ,yes
441926,45,M,yes ,0,graduate,yes,yes,4500,2500,400,twomonth,10000,yes ,4000,1,1,yes,Rural,yes
384148,35,M,yes ,0,graduate,yes,yes,1978,1924,250,twomonth,5000,yes ,2500,1,0,yes,Rural,yes
465659,43,M,yes ,2,graduate,yes,yes,6700,1600,400,twomonth,10000,yes ,4000,1,0,yes,Rural,yes
410394,42,M,yes ,0,graduate,yes,yes,2800,2999,1500,twomonth,20000,yes ,15000,2,1,yes,Urban ,yes
